sentence_id,sent,anno
422,"Trong số này có 3 bệnh_nhân nặng từng phải thở máy , sử_dụng thiết_bị tim phổi ngoài cơ_thể cũng đã có 3 - 4 kết_quả xét_nghiệm âm_tính .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
423,Ngày 29 - 8 ca mắc này được Bộ Y_tế xác_nhận và xếp mã_số 1040 .,O B-DATE I-DATE I-DATE O O O O B-ORGANIZATION I-ORGANIZATION O O O O B-PATIENT_ID O
424,"- Từ ngày 19 đến ngày 20 - 7 , bà T. đi từ Đà_Nẵng vào TP. HCM thẳng đến Bệnh_viện Chợ_Rẫy .",O O O B-DATE O O B-DATE I-DATE I-DATE O O B-NAME O O B-LOCATION O B-LOCATION I-LOCATION O O B-LOCATION I-LOCATION O
425,"Bệnh_nhân bị phổi tắc_nghẽn mạn_tính và u ác niệu_quản , đã phẫu_thuật hai năm trước và từng phải nhập_viện Đà_Nẵng để điều_trị .",O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O O O O O O O O O O B-LOCATION O O O
426,Hiện bệnh_nhân điều_trị tại Bệnh_viện Nhiệt_đới Hải_Dương .,O O O O B-LOCATION I-LOCATION I-LOCATION O
427,Bệnh_viện cũng tạo lối đi riêng cho bệnh_nhân suy thận .,O O O O O O O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O
428,Có gì khác_biệt giữa bệnh_nhân 91 và các bệnh_nhân nhiễm COVID - 19 nặng ở Đà_Nẵng hiện_nay ? .,O O O O O B-PATIENT_ID O O O O O O O O O B-LOCATION O O O
429,"Bệnh_nhân và những người tiếp_xúc gần đã được đưa đến Bệnh_viện Việt_Nam Thuỵ_Điển Uông_Bí và mẫu bệnh_phẩm được gửi về Viện Vệ_sinh dịch_tễ trung_ương , kết_quả xét_nghiệm khẳng_định dương_tính với SARS - CoV - 2 .",O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O O O O O O O O O
430,"Trong tám ngày kể từ lúc về nước cho đến khi nhập_viện , bà tiếp_xúc với nhiều người gồm thân_nhân , nhân_viên và đối_tác .",O O O O O O O O O O O O O O O O O O O O O O O O O
431,"Ngày 29 - 3 , sau khi Bộ Y_tế công_bố bệnh_nhân 175 mắc bệnh , Bệnh_viện Xanh_Pôn đã tạm đóng_cửa khoa chấn_thương chỉnh_hình , chuyển con trai bệnh_nhân 175 sang Bệnh_viện Bệnh nhiệt_đới trung_ương , xét_nghiệm toàn_bộ 11 người có tiếp_xúc với con trai bệnh_nhân 175 .",O B-DATE I-DATE I-DATE O O O B-ORGANIZATION I-ORGANIZATION O O B-PATIENT_ID O O O B-ORGANIZATION I-ORGANIZATION O O O O O O O O O O O B-PATIENT_ID O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O B-PATIENT_ID O
432,"2 . Nam bệnh_nhân số 452 , quê Điện_Bàn , Quảng_Nam .",O O B-GENDER O O B-PATIENT_ID O O B-LOCATION O B-LOCATION O
433,Đây là ca bệnh thứ 14 từ chuyến bay VN0054 và là bệnh_nhân thứ 49 cho đến nay ở Việt_Nam .,O O O O O O O O O B-TRANSPORTATION O O O O B-PATIENT_ID O O O O B-LOCATION O
434,"Ca bệnh 442 ( bệnh_nhân 442 ) : nữ , 55 tuổi , là người_nhà chăm bệnh_nhân tại Bệnh_viện Đà_Nẵng .",O O B-PATIENT_ID O O B-PATIENT_ID O O B-GENDER O B-AGE O O O O O O O B-LOCATION I-LOCATION O
435,"Ngày 5/5 , anh xét_nghiệm âm_tính lần một với nCoV .",O B-DATE O O O O O O O O O
436,- 2 ca ở Bệnh_viện Bệnh nhiệt_đới Trung_ương cơ_sở 2 là bệnh_nhân người Ireland 67 tuổi và nữ tiếp_viên hàng không trên chuyến bay VN54 ngày 2/3 .,O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O B-TRANSPORTATION O B-DATE O
437,"Ngày 6 - 4 , sau khi đưa toàn_bộ 17 người có tiếp_xúc ( F 1 ) với bệnh_nhân 243 và 46 người tiếp_xúc với F1 đi cách_ly tại cơ_sở 2 của bệnh_viện , Bệnh_viện Phụ_sản Hà_Nội cho lấy mẫu toàn_bộ , kể_cả người_thân của bệnh_nhân 243 hiện vẫn đang nằm viện , để xét_nghiệm .",O B-DATE I-DATE I-DATE O O O O O O O O O O O O O O O B-PATIENT_ID O O O O O O O O O O O O O O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O O O O O O B-PATIENT_ID O O O O O O O O O
438,""" Bệnh_nhân 154 "" , 23 tuổi , du_học_sinh , điều_trị tại Bệnh_viện Lao và Bệnh phổi Cần_Thơ , kết_quả xét_nghiệm ngày 1/4 âm_tính lần hai .",O O B-PATIENT_ID O O B-AGE O O B-JOB O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O B-DATE O O O O
439,"Ca bệnh 1048 ( bệnh_nhân 1048 ) ghi_nhận tại Bà_Rịa - Vũng_Tàu : nam , 35 tuổi , địa_chỉ tại xã Phù_Lỗ , huyện Sóc_Sơn , TP Hà_Nội .",O O B-PATIENT_ID O O B-PATIENT_ID O O O B-LOCATION I-LOCATION I-LOCATION O B-GENDER O B-AGE O O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O
440,"Qua_Tuổi_Trẻ_Online , bệnh_nhân thứ 49 đã gửi lời cảm_ơn đến đội_ngũ bác_sĩ người Việt_Nam tại Bệnh_viện Trung_ương Huế và nói rằng "" đây là một bệnh_viện tuyệt_vời "" .",O O O O B-PATIENT_ID O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O
441,"Ca bệnh 749 ( bệnh_nhân 749 ) là nữ , 27 tuổi , có địa_chỉ tại xã Vĩnh_Hoà ( Vĩnh_Linh , tỉnh Quảng_Trị ) , là người chăm_sóc người_thân tại Khoa_Ngoại - Thần_kinh , Bệnh_viện Đà_Nẵng từ ngày 17 - 7 .",O O B-PATIENT_ID O O B-PATIENT_ID O O B-GENDER O B-AGE O O O O O B-LOCATION I-LOCATION O B-LOCATION O B-LOCATION I-LOCATION O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O B-DATE I-DATE I-DATE O
442,"Như_vậy , đến nay huyện Mê_Linh đã ghi_nhận 6 ca bệnh COVID - 19 .",O O O O B-LOCATION I-LOCATION O O O O O O O O O
443,"Bộ Y_tế đã ra thông_báo khẩn , đề_nghị những trường_hợp có tiếp_xúc với bệnh_nhân 420 liên_hệ ngay với cơ_quan y_tế gần nhất để được tư_vấn hỗ_trợ ; cung_cấp số điện_thoại những người đã tiếp_xúc gần với mình ; thực_hiện cách_ly tại nhà ; khai_báo y_tế trực_tuyến tại https://tokhaiyte .",B-ORGANIZATION I-ORGANIZATION O O O O O O O O O O O O B-PATIENT_ID O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
444,"Bệnh_nhân 714 đi du_lịch tại Đà_Nẵng từ ngày 14 đến 17 - 7 , đã được xét_nghiệm bằng test nhanh hôm 31 - 7 và có kết_quả âm_tính .",O B-PATIENT_ID O O O B-LOCATION O O B-DATE O B-DATE I-DATE I-DATE O O O O O O O O B-DATE I-DATE I-DATE O O O O O
445,"Bộ Y_tế sáng 6/8 xác_nhận một bệnh_nhân nữ 67 tuổi quê Quảng_Nam qua_đời do suy thượng_thận mạn_tính và Covid - 19 , là ca thứ 9 tử_vong kể từ đầu dịch .",B-ORGANIZATION I-ORGANIZATION O B-DATE O O O O O O O B-LOCATION O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O O O O O O O O O O O O O O O
446,Trong số này có một bé gái 3 tháng tuổi người Vĩnh_Phúc đã khỏi bệnh hồi tháng 2 .,O O O O O O O O O O O B-LOCATION O O O O B-DATE I-DATE O
447,"Ngày 7 - 9 bệnh_nhân được lấy mẫu xét_nghiệm , kết_quả dương_tính với SARS - CoV - 2 .",O B-DATE I-DATE I-DATE O O O O O O O O O O O O O O O
448,"Trong đó 5 ca_từ tháng 3 - 4 , 84 ca_từ ngày 25/7 đến nay , nhiều thứ hai sau tâm dịch Đà_Nẵng ( 278 ) .",O O O O B-DATE I-DATE O B-DATE O O O O B-DATE O O O O O O O O O B-LOCATION O O O O
449,"Bệnh_nhân tử_vong là ca bệnh 832 ( BN 832 ) , bệnh_nhân nam , 37 tuổi , địa_chỉ : Hướng_Hoá , Quảng_Trị .",O O O O O B-PATIENT_ID O O B-PATIENT_ID O O O B-GENDER O B-AGE O O O O B-LOCATION O B-LOCATION O
450,"Sau đó , ngày 26 - 7 bệnh_nhân được chuyển cách_ly và chuyển qua Bệnh_viện 199 .",O O O O B-DATE I-DATE I-DATE O O O O O O O B-LOCATION I-LOCATION O
451,"Ngày 31 - 7 , bệnh_nhân tiếp_xúc kém , ăn_uống kém , khó thở nhẹ .",O B-DATE I-DATE I-DATE O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O
452,"Sau nhập_cảnh , bà được chuyển khu cách_ly tập_trung tại ký_túc_xá Đại_học Quốc_gia TP. HCM , ở chung phòng với bệnh_nhân 143 và 2 người khác .",O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O B-PATIENT_ID O O O O O
453,"Trong các bệnh_nhân , 45 người biểu_hiện tức ngực , 33 người kèm ho / đau họng , 33 khó thở , 16 người đau_đầu , 12 người sốt nhẹ , một người sốt cao .",O O O O O O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O O O O B-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O O O B-SYMPTOM_AND_DISEASE O O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O
454,"Bệnh_nhân không có tiền_sử đi từ vùng dịch về , không liên_quan đến các ổ dịch , cũng không tiếp_xúc với những người mắc hay có nguy_cơ mắc Covid - 19 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
455,"Chiều nay 10 - 4 , nữ điều_dưỡng B.T.H. ( bệnh_nhân số 86 ) , 54 tuổi , điều_dưỡng của Phòng_khám ngoại_trú HIV - Trung_tâm Bệnh nhiệt_đới thuộc Bệnh_viện Bạch_Mai , cùng 8 bệnh_nhân khác điều_trị COVID - 19 ở Bệnh_viện Nhiệt_đới trung_ương ( cơ_sở 2 , Đông_Anh , Hà_Nội ) được công_bố khỏi bệnh .",O O B-DATE I-DATE I-DATE O B-GENDER B-JOB B-NAME O O O B-PATIENT_ID O O B-AGE O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O B-LOCATION I-LOCATION O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION O B-LOCATION I-LOCATION O B-LOCATION O B-LOCATION O O O O O O
456,"Bệnh_nhân này vào viện ngày 17 - 3 , ra viện ngày 22 - 3 , tức_là tiếp_xúc với bệnh_nhân ở Hưng_Yên , nằm cùng nhau , trong 5 ngày .",O O O O O B-DATE I-DATE I-DATE O O O O B-DATE I-DATE I-DATE O O O O O O B-LOCATION O O O O O O O O O
457,Ngay sau đó ông H. buộc phải về khu cách_ly tại Bệnh_viện Lao và bệnh phổi tỉnh Quảng_Trị ở thành_phố_Đông_Hà .,O O O O B-NAME O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O B-LOCATION O
458,"Theo đó , nữ_sinh tử_vong đang học lớp 12 , trú tại xã Vinh_Hiền , huyện Phú_Lộc , Thừa_Thiên_Huế .",O O O O O O O O O O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O B-LOCATION O
459,"Bên cạnh đó , một bệnh_nhân tái dương_tính ( bệnh_nhân 92 ) được xác_định khỏi bệnh lần thứ 2 .",O O O O O O O O O O B-PATIENT_ID O O O O O O O O O
460,"Ngày 7 - 4 , cô có biểu_hiện sốt , ho , khó thở và được cách_ly tại Bệnh_viện Đa_khoa huyện Đồng_Văn .",O B-DATE I-DATE I-DATE O O O O B-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O
461,"Cùng thời_điểm quyết_định phong_toả Bệnh_viện Bạch_Mai , sau rà_soát , UBND các quận_huyện của Hà_Nội đã quyết_định cách_ly gần 1.600 trường_hợp đã khám , chữa bệnh từ ngày 15 đến 25 - 3 , người đã được xuất_viện , đồng_thời tổ_chức lấy mẫu xét_nghiệm với số bệnh_nhân đã ra viện .",O O O O B-LOCATION I-LOCATION O O O O O O O O B-LOCATION O O O O O O O O O O O O O B-DATE O B-DATE I-DATE I-DATE O O O O O O O O O O O O O O O O O O
462,"Các bệnh_nhân cảm_ơn đội_ngũ y_bác_sĩ , rồi trở về một resort ở huyện Phú_Vang cách_ly .",O O O O O O O O O O O O B-LOCATION I-LOCATION O O
463,"Đối_với số ca F1 từ bệnh_nhân 34 , số_liệu cập_nhật đến sáng cùng ngày là 31 và F2 là 100 .",O O O O O O B-PATIENT_ID O O O O O O O O O O O O O O
464,"Cũng trong chiều nay , tại Quảng_Nam ghi_nhận "" bệnh_nhân 622 "" , nữ , 39 tuổi , trú thị_trấn Đông_Phú , huyện Quế_Sơn , làm nghề buôn_bán .",O O O O O O B-LOCATION O O O B-PATIENT_ID O O B-GENDER O B-AGE O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O O O B-JOB O
465,"Ngày 18 - 7 , bà vào chăm mẹ chồng là bệnh_nhân 524 tại Bệnh_viện Bình_An , thị_trấn Nam_Phước , đến 14h ngày 19 - 7 về lại nhà và có tiếp_xúc với chồng , 2 con và hàng_xóm .",O B-DATE I-DATE I-DATE O O O O O O O O B-PATIENT_ID O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O O O O B-DATE I-DATE I-DATE O O O O O O O O O O O O O O
466,Bệnh_nhân 210 đã ở tại trung_tâm cách_ly Mỹ_Lộc từ ngày 22/3 đến ngày 31/3 .,O B-PATIENT_ID O O O O O B-LOCATION O O B-DATE O O B-DATE O
467,"Tuy_nhiên , thực_tế diễn ra trong thời_gian qua cho thấy không phải bệnh_nhân nào cũng trung_thực về lịch_trình của mình , ví_như ca nhiễm COVID - 19 số 17 từ đầu đã không khai_báo lịch_sử di_chuyển khi nhập_cảnh nên cơ_quan_chức_năng đã cho nhập_cảnh cả chuyến bay .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PATIENT_ID O O O O O O O O O O O O O O O O O O
468,"Ngoài_ra , những người tiếp_xúc gần với bệnh_nhân cũng đã được đưa đi cách_ly tập_trung và lấy mẫu xét_nghiệm tại Bệnh_viện Bệnh nhiệt_đới trung_ương cơ_sở 2 .",O O O O O O O O O O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O
469,"Ba bệnh_nhân còn lại ở Duy_Xuyên , Quảng_Nam , được ghi_nhận từ số 909 đến 911 , đều liên_quan "" bệnh_nhân 722 "" .",O O O O O B-LOCATION O B-LOCATION O O O O O B-PATIENT_ID O B-PATIENT_ID O O O O O B-PATIENT_ID O O
470,"Bệnh_viện Đa_khoa khu_vực Quảng_Nam tiếp_nhận 29 bệnh_nhân , sáng nay sẽ xuất_viện 6 trường_hợp gồm các bệnh_nhân 519 , 549 , 563 , 564 , 551 và 616 .",B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O O O O O O O O O O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O
471,""" Bệnh_nhân 436 "" , xã Điện Trung , Điện_Bàn , công_bố ở Đà_Nẵng , đã cách_ly và lấy mẫu xét_nghiệm ba trường_hợp F 1 .",O O B-PATIENT_ID O O B-LOCATION I-LOCATION I-LOCATION O B-LOCATION O O O B-LOCATION O O O O O O O O O O O O
472,"Bệnh_nhân 137 : được Bệnh_viện Bệnh Nhiệt_đới Trung_ương cơ_sở 2 công_bố khỏi bệnh ngày 7 - 4 sau khi có kết_quả 3 lần xét_nghiệm âm_tính ( ngày 3 , 4 và 5 - 4 ) , sau đó được tiếp_tục cách_ly tại bệnh_viện .",O B-PATIENT_ID O O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O B-DATE I-DATE I-DATE O O O O O O O O O O B-DATE O B-DATE O B-DATE I-DATE I-DATE O O O O O O O O O O
473,"Tiếp_tục xác_minh những người tiếp_xúc với bệnh_nhân nhiễm corona thứ 38 tại Bình_Thuận , có 2 người có tiếp_xúc hiện sức_khoẻ bình_thường , 1 người đang cách_ly tập_trung có kết_quả xét_nghiệm âm_tính , 1 người đang cách_ly tại nhà , đang chờ kết_quả xét_nghiệm .",O O O O O O O O O O B-PATIENT_ID O B-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
474,"Hà_Nội khuyến_khích người khỏi COVID - 19 tự cách_ly 30 - 40 ngày Nêu thực_tế đã có 6 trường_hợp khỏi bệnh sau chữa_trị , đã được về nhà cách_ly 14 ngày nhưng sau đó dương_tính trở_lại , đặc_biệt là trường_hợp mới_đây , sau 14 ngày về nhà xét_nghiệm lại dương_tính , chủ_tịch UBND thành_phố Hà_Nội cho biết đã chỉ_đạo ngành y_tế xét_nghiệm tất_cả những người ở Hà_Nội đã khỏi bệnh COVID - 19 .",B-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O O O O O O O O O B-LOCATION O O O O O O O
475,"Đây là ca Covid - 19 nguy_kịch thứ hai phải dùng ECMO tại Bệnh_viện Bệnh nhiệt_đới Trung_ương cơ_sở 2 , sau "" bệnh_nhân 19 "" ở giai_đoạn 1 .",O O O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O B-PATIENT_ID O O O O O
476,"Xét_nghiệm quá lâu mới có kết_quả : sau 5 ngày ở trung_tâm cách_ly , bệnh_nhân 224 mới có kết_quả xét_nghiệm lần 1 dương_tính .",O O O O O O O O O O O O O O O B-PATIENT_ID O O O O O O O O
477,"Người còn lại là nam bệnh_nhân số 50 , người Việt_Nam , đã hết sốt , dễ_chịu hơn , ăn ngon hơn .",O O O O B-GENDER O O B-PATIENT_ID O O O O O O O O O O O O O O O
478,"Ngày 18/3 , cô có các triệu_chứng mệt , ho , sốt , xét_nghiệm tại Khoa_Vi sinh Bệnh_viện Bạch_Mai kết_quả dương_tính với nCoV .",O B-DATE O O O O O B-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE O B-SYMPTOM_AND_DISEASE O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O
479,"Bởi bệnh_nhân là doanh_nhân , có quan_hệ làm_ăn và giao_dịch nhiều nơi dẫn đến khả_năng lây_lan bệnh cho nhiều người .",O O O O O O O O O O O O O O O O O O O O O
480,"Thông_tin từ Bộ Y_tế cho biết chính_quyền TP Hà_Nội vừa có đề_xuất công_bố dịch , do đã có 4 ca nhiễm COVID - 19 trên địa_bàn , bao_gồm : N.H.N. ( 26 tuổi , bệnh_nhân số 17 ) , D.Đ.P. ( lái_xe của bệnh_nhân số 17 ) , L.T.H. ( bác ruột bệnh_nhân số 17 ) và N.Q.T. ( người đi cùng chuyến bay với bệnh_nhân số 17 ) .",O O B-ORGANIZATION I-ORGANIZATION O O O B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O B-NAME O B-AGE O O O O B-PATIENT_ID O O B-NAME O B-JOB O O O B-PATIENT_ID O O B-NAME O O O O O B-PATIENT_ID O O B-NAME O O O O O O O O O B-PATIENT_ID O O
481,"Bệnh_nhân 19 nằm trong số 14 bệnh_nhân COVID - 19 có diễn_biến nặng mà các y_bác_sĩ phải dồn sức cứu_chữa , trong đó 5/14 ca diễn_biến nặng đã tiến_triển thành rất nặng và phần_lớn đều có từ 1 - 3 bệnh nền .",O B-PATIENT_ID O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
482,"Trong đó , 8 phụ_nữ và 9 nam_giới tiếp_xúc gần trên máy_bay , trên xe vận_chuyển và cùng ở cơ_sở cách_ly tập_trung được chuyển lên cách_ly tại Trung_tâm Y_tế huyện Hoà_Vang .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O
483,"Theo Tiểu_ban Điều_trị , bệnh_nhân phi_công người Anh hiện ở ngày thứ 7 cai máy thở , ngưng hỗ_trợ thở oxy hoàn_toàn vào ban_ngày , chỉ cần hỗ_trợ vào ban_đêm , bệnh_nhân tỉnh_táo , giao_tiếp tốt , chỉ có sức cơ chân cần thêm một_chút thời_gian để hồi_phục hoàn_toàn .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
484,"Ngày 30 - 3 , bà được lấy mẫu xét_nghiệm lần 2 và cho kết_quả dương_tính với virus SARS - CoV - 2 .",O B-DATE I-DATE I-DATE O O O O O O O O O O O O O O O O O O O O
485,"Ông Nguyễn_Mạnh_Hà - chủ_tịch UBND quận Long_Biên - cho biết nữ tiếp_viên tên L.T.Q. là "" trường_hợp đặc_biệt "" về dịch_tễ .",O O O O B-ORGANIZATION I-ORGANIZATION I-ORGANIZATION O O O B-GENDER B-JOB O B-NAME O O O O O O O O
486,"Đó là bệnh_nhân 22 , 60 tuổi , quốc_tịch Anh và là hành_khách trên chuyến bay VN0054 từ Anh về Việt_Nam , cùng chuyến bay với bệnh_nhân 17 .",O O O B-PATIENT_ID O B-AGE O O O O O O O O O O B-TRANSPORTATION O B-LOCATION O B-LOCATION O O O O O O B-PATIENT_ID O
487,"18h ngày 11/6 , Bộ Y_tế tuyên_bố một người ở Thái_Bình khỏi Covid - 19 , là bệnh_nhân cuối điều_trị tại tỉnh , khu cách_ly tại Bệnh_viện Đa_khoa tỉnh Thái_Bình được dỡ bỏ .",O O B-DATE O B-ORGANIZATION I-ORGANIZATION O O O O B-LOCATION O O O O O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O
488,Cô có_mặt ở Buddha_Bar & Grill từ tối_ngày 14/3 đến sáng hôm sau .,O O O B-LOCATION I-LOCATION I-LOCATION O O B-DATE O O O O O
489,"Từ ngày 17 đến 20 - 3 anh ở nhà , không đi làm và có đi một_số quán ăn_uống .",O O B-DATE O B-DATE I-DATE I-DATE O O O O O O O O O O O O O O
490,"Có 45.019 người đã được lấy mẫu xét_nghiệm , trong đó 43.414 người có kết_quả âm_tính , 6 người có kết_quả dương_tính đã được Bộ Y_tế công_bố ( gồm các bệnh_nhân 510 , 517 , 518 , 567 , 568 , 589 ) .",O O O O O O O O O O O O O O O O O O O O O O O O B-ORGANIZATION I-ORGANIZATION O O O O O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O B-PATIENT_ID O O
491,"Bệnh_nhân 792 và 796 , tại Quảng_Nam , trong đó một ca thăm người_thân tại Khoa_Nội thận - Nội_tiết , Bệnh_viện Đà_Nẵng và một ca là bệnh_nhân Khoa_Thận - Tiết_niệu , Bệnh_viện Đà_Nẵng .",O B-PATIENT_ID O B-PATIENT_ID O O B-LOCATION O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O
492,"Bệnh_nhân 1040 là nam 55 tuổi , ở Hoà_Phong , Hoà_Vang , Đà_Nẵng , từ 23 - 7 đến 13 - 8 bệnh_nhân điều_trị tại Bệnh_viện Đà_Nẵng , từ 13 - 8 bệnh_nhân chuyển điều_trị tại Bệnh_viện 199 Bộ Công_an .",O B-PATIENT_ID O B-GENDER B-AGE O O O B-LOCATION O B-LOCATION O B-LOCATION O O B-DATE I-DATE I-DATE O B-DATE I-DATE I-DATE O O O B-LOCATION I-LOCATION O O B-DATE I-DATE I-DATE O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O
493,"Ngày 24 - 3 , sau khi có kết_quả bệnh_nhân của bệnh_viện mắc COVID - 19 ( bệnh_nhân số 133 ) , đã có 252 người bao_gồm 162 nhân_viên và học_viên , 36 bệnh_nhân và 54 người chăm_sóc bệnh_nhân phải cách_ly .",O B-DATE I-DATE I-DATE O O O O O O O O O O O O O O O B-PATIENT_ID O O O O O O O O O O O O O O O O O O O O O O
494,""" Bệnh_nhân 436 "" , nam , 66 tuổi , ở xã Điện Trung , thị_xã Điện_Bàn , có tiền_sử suy thận giai_đoạn cuối .",O O B-PATIENT_ID O O B-GENDER O B-AGE O O O B-LOCATION I-LOCATION I-LOCATION O B-LOCATION I-LOCATION O O O B-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE I-SYMPTOM_AND_DISEASE O
495,"18h ngày 11/4 , Bộ Y_tế ghi_nhận thêm một ca dương_tính nCoV , là người phụ_nữ 47 tuổi sống ở thôn Hạ_Lôi , huyện Mê_Linh , Hà_Nội .",O O B-DATE O B-ORGANIZATION I-ORGANIZATION O O O O O O O O O O O O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O B-LOCATION O
496,"Tổng_số người Hải_Phòng đi thăm_quan , du_lịch Đà_Nẵng trở về khoảng 5.000 , nhưng thành_phố mới xác_định được 2.291 người .",O O B-LOCATION O O O O B-LOCATION O O O O O O O O O O O O O
497,""" Bệnh_nhân 780 "" , nam_sinh 9 tuổi , cháu nội của "" bệnh_nhân 686 "" .",O O B-PATIENT_ID O O O B-AGE O O O O O O O B-PATIENT_ID O O
498,"Bệnh_nhân 437 ( 61 tuổi ) , trước khi có kết_quả xét_nghiệm dương_tính đang điều_trị tại khoa hồi_sức tích_cực - chống độc Bệnh_viện Đà_Nẵng và có nhiều bệnh nền .",O B-PATIENT_ID O B-AGE O O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O
499,"Trước đó , sau khi xác_định cô N.H.N. bị mắc COVID - 19 , các cơ_quan_chức_năng đã rà_soát những người đi cùng chuyến bay , những người tiếp_xúc gần với bệnh_nhân này để quản_lý , cách_ly y_tế theo quy_định .",O O O O O O O B-NAME O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
500,"Bệnh_nhân này 35 tuổi ở Hà_Tĩnh , nhập_cảnh ngày 25/3 , xét_nghiệm lần đầu âm_tính , nhưng lấy mẫu lần hai dương_tính .",O O O O O B-LOCATION O O O B-DATE O O O O O O O O O O O O O
